supplier_name_substring;supplier_attribute;supplier_value_pattern;pattern_type;prom_attribute;prom_attribute_unit_template;prom_value_template;priority;is_active;category_id;rule_kind;notes
;Вбудований зчитувач;.*RFID.*;regex;Підтримка стандартів;;RFID;24;TRUE;301312;attribute;Вбудований зчитувач RFID
;Формат вбудованого зчитувача;.*Mifare.*;regex;Підтримка стандартів;;Mifare;25;TRUE;301312;attribute;Формат Mifare
;Формат вбудованого зчитувача;.*EM\s*-?\s*Marine.*;regex;Підтримка стандартів;;EM Marine;26;TRUE;301312;attribute;Формат EM Marine
;Формат вбудованого зчитувача;.*EM\s*-?\s*Marin.*;regex;Підтримка стандартів;;EM Marine;27;TRUE;301312;attribute;Формат EM Marin
;Інтерфейс зв'язку;.*RJ\s*-?\s*45.*;regex;Протокол зв'язку;;RJ-45;28;TRUE;301312;attribute;Протокол RJ-45
;Інтерфейс зв'язку;.*RJ45.*;regex;Протокол зв'язку;;RJ-45;29;TRUE;301312;attribute;Протокол RJ45
;Інтерфейс зв'язку;.*Ethernet.*;regex;Протокол зв'язку;;RJ-45;30;TRUE;301312;attribute;Протокол Ethernet
;Інтерфейс зв'язку;.*10\s*/\s*100.*;regex;Протокол зв'язку;;RJ-45;31;TRUE;301312;attribute;Протокол 10/100
;Інтерфейс зв'язку;.*TCP\s*/\s*IP.*;regex;Протокол зв'язку;;TCP;32;TRUE;301312;attribute;Протокол TCP/IP
;Інтерфейс зв'язку;.*TCP.*;regex;Протокол зв'язку;;TCP;33;TRUE;301312;attribute;Протокол TCP
;Інтерфейс зв'язку;.*RS\s*-?\s*485.*;regex;Протокол зв'язку;;RS-485;34;TRUE;301312;attribute;Протокол RS-485
;Інтерфейс зв'язку;.*RS485.*;regex;Протокол зв'язку;;RS-485;35;TRUE;301312;attribute;Протокол RS485
;Інтерфейс зв'язку;.*RS\s*-?\s*232.*;regex;Протокол зв'язку;;RS-232;36;TRUE;301312;attribute;Протокол RS-232
;Інтерфейс зв'язку;.*Wiegand.*;regex;Протокол зв'язку;;Wiegand;37;TRUE;301312;attribute;Протокол Wiegand
;Інтерфейс зв'язку;.*Wi\s*-?\s*Fi.*;regex;Протокол зв'язку;;Wi-Fi;38;TRUE;301312;attribute;Протокол Wi-Fi
;Інтерфейс зв'язку;.*USB.*;regex;Протокол зв'язку;;USB 2.0;39;TRUE;301312;attribute;Протокол USB
;Інтерфейс зв'язку;.*Bluetooth.*;regex;Протокол зв'язку;;Wi-Fi;40;TRUE;301312;attribute;Протокол Bluetooth
;Інтерфейс зв'язку;.*GPRS.*;regex;Протокол зв'язку;;GPRS;41;TRUE;301312;attribute;Протокол GPRS
;Інтерфейс зв'язку;.*GSM.*;regex;Протокол зв'язку;;GSM;42;TRUE;301312;attribute;Протокол GSM
;Інтерфейс підключення;.*RJ\s*-?\s*45.*;regex;Протокол зв'язку;;RJ-45;43;TRUE;301312;attribute;Підключення RJ-45
;Інтерфейс підключення;.*Ethernet.*;regex;Протокол зв'язку;;RJ-45;44;TRUE;301312;attribute;Підключення Ethernet
;Інтерфейс підключення;.*RS\s*-?\s*485.*;regex;Протокол зв'язку;;RS-485;45;TRUE;301312;attribute;Підключення RS-485
;Інтерфейс підключення;.*RS485.*;regex;Протокол зв'язку;;RS-485;46;TRUE;301312;attribute;Підключення RS485
;Інтерфейс підключення;.*Wiegand.*;regex;Протокол зв'язку;;Wiegand;47;TRUE;301312;attribute;Підключення Wiegand
;Інтерфейс підключення;.*USB.*;regex;Протокол зв'язку;;USB 2.0;48;TRUE;301312;attribute;Підключення USB
;Інтерфейс підключення;.*Wi\s*-?\s*Fi.*;regex;Протокол зв'язку;;Wi-Fi;49;TRUE;301312;attribute;Підключення Wi-Fi
;Інтерфейс підключення;.*802\.11.*;regex;Протокол зв'язку;;Wi-Fi;50;TRUE;301312;attribute;Підключення 802.11
;Інтерфейси введення;.*Wiegand.*;regex;Протокол зв'язку;;Wiegand;51;TRUE;301312;attribute;Інтерфейси введення Wiegand
;Інтерфейси введення;.*RS\s*-?\s*485.*;regex;Протокол зв'язку;;RS-485;52;TRUE;301312;attribute;Інтерфейси введення RS-485
;Інтерфейси введення;.*кнопка\s+виходу.*;regex;Інтеграція з системами і ПО;;СКУД;53;TRUE;301312;attribute;Інтеграція - кнопка виходу
;Інтерфейси введення;.*дверн.*;regex;Інтеграція з системами і ПО;;СКУД;54;TRUE;301312;attribute;Інтеграція - дверний контакт
;Інтерфейси введення;.*тривог.*;regex;Інтеграція з системами і ПО;;ОС;55;TRUE;301312;attribute;Інтеграція - тривога
;Інтерфейси виходу;.*реле.*;regex;Інтеграція з системами і ПО;;СКУД;56;TRUE;301312;attribute;Інтеграція - реле
;Інтерфейси виходу;.*замок.*;regex;Інтеграція з системами і ПО;;СКУД;57;TRUE;301312;attribute;Інтеграція - замок
;Інтерфейси виходу;.*Wiegand.*;regex;Протокол зв'язку;;Wiegand;58;TRUE;301312;attribute;Інтерфейси виходу Wiegand
;Інтерфейси виходу;.*тривог.*;regex;Інтеграція з системами і ПО;;ОС;59;TRUE;301312;attribute;Інтеграція - тривожний вихід
;Індикація станів;.*світлод.*;regex;Індикація;;Світлова;60;TRUE;301312;attribute;Світлова індикація
;Індикація станів;.*Триколірн.*;regex;Індикація;;Світлова;61;TRUE;301312;attribute;Триколірна індикація
;Індикація станів;.*звук.*;regex;Індикація;;Звукова;62;TRUE;301312;attribute;Звукова індикація
;Індикація станів;.*присутн.*;regex;Індикація;;Світлова/Звукова;63;TRUE;301312;attribute;Є індикація
;Живлення;.*12\s*В.*;regex;Живлення;;Мережа 12В;64;TRUE;301312;attribute;Живлення 12В
;Живлення;.*12\s*VDC.*;regex;Живлення;;Мережа 12В;65;TRUE;301312;attribute;Живлення 12VDC
;Живлення;.*12\s*V\s*DC.*;regex;Живлення;;Мережа 12В;66;TRUE;301312;attribute;Живлення 12V DC
;Живлення;.*DC\s*12\s*В.*;regex;Живлення;;Мережа 12В;67;TRUE;301312;attribute;Живлення DC 12В
;Живлення;.*220\s*В.*;regex;Живлення;;Мережа 220В;68;TRUE;301312;attribute;Живлення 220В
;Живлення;.*24\s*В.*;regex;Живлення;;Мережа 24В;69;TRUE;301312;attribute;Живлення 24В
;Живлення;.*110\s*В.*;regex;Живлення;;Мережа 110В;70;TRUE;301312;attribute;Живлення 110В
;Живлення;.*PoE.*;regex;Живлення;;Мережа 12В;71;TRUE;301312;attribute;Живлення PoE
;Живлення;.*\+9\s*-\s*\+16\s*В.*;regex;Живлення;;Мережа 12В;72;TRUE;301312;attribute;Живлення 9-16В
;Живлення;".*\+10[.,]8\.\.\.\+15\s*В.*";regex;Живлення;;Мережа 12В;73;TRUE;301312;attribute;Живлення 10.8-15В
;Матеріал;.*ABS.*;regex;Матеріал;;ABS-пластик;74;TRUE;301312;attribute;Матеріал ABS
;Матеріал;.*пластик.*;regex;Матеріал;;Пластик;75;TRUE;301312;attribute;Матеріал пластик
;Матеріал;.*метал.*;regex;Матеріал;;Метал;76;TRUE;301312;attribute;Матеріал метал
;Матеріал;.*сталь.*;regex;Матеріал;;Сталь;77;TRUE;301312;attribute;Матеріал сталь
;Матеріал;.*алюміні.*;regex;Матеріал;;Алюмінієвий сплав;78;TRUE;301312;attribute;Матеріал алюміній
;Пам'ять;.*(\d+(?:\s*\d{3})*)\s+(?:користувач|карт);regex;Max кількість ідентифікаторів;;$1 ;79;TRUE;301312;extract;Кількість користувачів/карток
;Підключення зчитувачів;.*Wiegand.*;regex;Протокол зв'язку;;Wiegand;80;TRUE;301312;attribute;Підключення зчитувачів Wiegand
;Підключення зчитувачів;.*RS\s*-?\s*485.*;regex;Протокол зв'язку;;RS-485;81;TRUE;301312;attribute;Підключення зчитувачів RS-485
;Підключення зчитувачів;.*RFID.*;regex;Підтримка стандартів;;RFID;82;TRUE;301312;attribute;Підключення зчитувачів RFID
;Вбудований зчитувач відбитків пальців;.*Підтримує.*;regex;Інтеграція з системами і ПО;;СКУД;83;TRUE;301312;attribute;Підтримка відбитків пальців
;Кількість дверей;(\d+);regex;Кількість точок проходу;;$1 ;84;TRUE;301312;extract;Кількість дверей
;Клас захисту;.*IP\s*(\d+);regex;Захист обладнання від води і пилу IP;;$1 ;85;TRUE;301312;extract;Клас захисту IP
;Ступінь захисту;(IP[0-9]{2});regex;Захист обладнання від води і пилу IP;;$1 ;86;TRUE;301312;extract;
;Робоча температура;(-?\d+)\s*°?\s*[CС]?\s*(?:-|–|—|~)\s*\+?\s*\d+;regex;Мінімальна робоча температура;град.;$1 ;87;TRUE;301312;extract;
;Робоча температура;-?\d+\s*°?\s*[CС]?\s*(?:-|–|—|~)\s*\+?\s*(-?\d+);regex;Максимальна робоча температура;град.;$1 ;88;TRUE;301312;extract;
;Розміри;([0-9]+(?:\.[0-9]+)?)\s*[xх?]\s*([0-9]+(?:\.[0-9]+)?)\s*[xх?]\s*([0-9]+(?:\.[0-9]+)?)\s*(мм);regex;Довжина;$4 ;$3 ;89;TRUE;301312;extract;
;Розміри;([0-9]+(?:\.[0-9]+)?)\s*[xх?]\s*([0-9]+(?:\.[0-9]+)?)\s*[xх?]\s*([0-9]+(?:\.[0-9]+)?)\s*(мм);regex;Ширина;$4 ;$1 ;90;TRUE;301312;extract;
;Розміри;([0-9]+(?:\.[0-9]+)?)\s*[xх?]\s*([0-9]+(?:\.[0-9]+)?)\s*[xх?]\s*([0-9]+(?:\.[0-9]+)?)\s*(мм);regex;Висота;$4 ;$2 ;91;TRUE;301312;extract;
;"Розміри, мм";([0-9]+(?:\.[0-9]+)?)\s*[xх?]\s*([0-9]+(?:\.[0-9]+)?)\s*[xх?]\s*([0-9]+(?:\.[0-9]+)?);regex;Довжина;мм;$3 ;92;TRUE;301312;extract;
;"Розміри, мм";([0-9]+(?:\.[0-9]+)?)\s*[xх?]\s*([0-9]+(?:\.[0-9]+)?)\s*[xх?]\s*([0-9]+(?:\.[0-9]+)?);regex;Ширина;мм;$1 ;93;TRUE;301312;extract;
;"Розміри, мм";([0-9]+(?:\.[0-9]+)?)\s*[xх?]\s*([0-9]+(?:\.[0-9]+)?)\s*[xх?]\s*([0-9]+(?:\.[0-9]+)?);regex;Висота;мм;$2 ;94;TRUE;301312;extract;
;Вага;([0-9\.]+)\s*г;regex;Вага;г;$1 г;95;TRUE;301312;extract;
;Вага;([0-9\.]+)\s*кг;regex;Вага;г;$1 кг;96;TRUE;301312;extract;
;Строк гарантії;([0-9]+)\s*(міс)\.?;regex;Гарантійний термін;$2 ;$1 ;97;TRUE;301312;extract;
