supplier_name_substring;supplier_attribute;supplier_value_pattern;pattern_type;prom_attribute;prom_attribute_unit_template;prom_value_template;priority;is_active;category_id;rule_kind;notes
;Живлення;.*100\s*-\s*240.*;regex;Живлення;;Мережа 220В;25;TRUE;3029;attribute;
;PoE;.*802\.3af.*;regex;Живлення;;PoE;26;TRUE;3029;attribute;
;PoE;.*802\.3at.*;regex;Додаткове джерело живлення;;PoE;27;TRUE;3029;attribute;
;Тип сигналу;.*PAL.*;regex;Формат відео;;PAL;28;TRUE;3029;attribute;
;Тип сигналу;.*NTSC.*;regex;Формат відео;;NTSC;29;TRUE;3029;attribute;
;Підключення;.*викличн.*панел.*(\d+).*;regex;Входи для підключення;;$1 ;30;TRUE;3029;extract;
;Підключення;.*відеокамер.*(\d+).*;regex;Підключення додаткової камери;;Так;31;TRUE;3029;attribute;
;Особливості;.*детекц.*руху.*;regex;Датчик руху;;Так;32;TRUE;3029;attribute;
;Локальна пам'ять;.*SD.*;regex;Порт для SD-карти;;Так;33;TRUE;3029;attribute;
;Локальна пам'ять;.*TF.*;regex;Порт для SD-карти;;Так;34;TRUE;3029;attribute;
;Колір;.*біл.*;regex;Колір корпусу;;Білий;35;TRUE;3029;attribute;
;Колір;.*чорн.*;regex;Колір корпусу;;Чорний;36;TRUE;3029;attribute;
;Колір;.*сір.*;regex;Колір корпусу;;Сірий;37;TRUE;3029;attribute;
;Колір;.*графіт.*;regex;Колір корпусу;;Сірий;38;TRUE;3029;attribute;
;Колір;.*срібл.*;regex;Колір корпусу;;Сріблястий;39;TRUE;3029;attribute;
;Кути огляду;"Г:\s*([0-9]+(?:[.,][0-9]+)?)\s*[°?]";regex;Кут огляду камери по горизонталі;град.;$1 ;40;TRUE;3029;extract;
;Кути огляду;"В:\s*([0-9]+(?:[.,][0-9]+)?)\s*[°?]";regex;Кут огляду камери по вертикалі;град.;$1 ;41;TRUE;3029;extract;
;Кути огляду.*Д.*(\d+)\s*°;;regex;Кут огляду камери по діагоналі;град.;$1 ;42;TRUE;3029;extract;
;Кути огляду;(\d+)\s*[°?];regex;Кут огляду камери;град.;$1 ;43;TRUE;3029;extract;
;Кут огляду;(\d+)\s*[°?];regex;Кут огляду камери;град.;$1 ;44;TRUE;3029;extract;
;Камера;".*?\b(\d{2,3})\s*[°?]\b.*";regex;Кут огляду камери;град.;$1 ;45;TRUE;3029;extract;
;Роздільна здатність;(\d+)\s*ТВЛ;regex;Роздільна здатність камери (ТВЛ);;$1 ;46;TRUE;3029;extract;
;Роздільна здатність\s+(\d+)\s*МП;;regex;Роздільна здатність камери (Мп);;$1 ;47;TRUE;3029;extract;
;Камера.*(\d+)\s*МП;;regex;Роздільна здатність камери (Мп);;$1 ;48;TRUE;3029;extract;
;Камера.*(\d+(?:\.\d+)?)\s*MP;;regex;Роздільна здатність камери (Мп);;$1 ;49;TRUE;3029;extract;
;Роздільна здатність;1920\s*[x?]\s*1080;regex;Роздільна здатність камери (Мп);;2;50;TRUE;3029;normalize;
;Роздільна здатність;1280\s*[x?]\s*720;regex;Роздільна здатність камери (Мп);;1;51;TRUE;3029;normalize;
;Роздільна здатність;2048\s*[x?]\s*1296;regex;Роздільна здатність камери (Мп);;3;52;TRUE;3029;normalize;
;Роздільна здатність;1080p;regex;Роздільна здатність камери (Мп);;2;53;TRUE;3029;normalize;
;Роздільна здатність;720p;regex;Роздільна здатність камери (Мп);;1;54;TRUE;3029;normalize;
;Роздільна здатність;(\d+)\s*МП;regex;Роздільна здатність камери (Мп);;$1 ;55;TRUE;3029;extract;
;Ступінь захисту;(IP[0-9]{2});regex;Захист обладнання від води і пилу IP;;$1 ;56;TRUE;3029;extract;
