supplier_name_substring;supplier_attribute;supplier_value_pattern;pattern_type;prom_attribute;prom_attribute_unit_template;prom_value_template;priority;is_active;category_id;rule_kind;notes
;Роздільна здатність відео;.*2880\s*?\s*1620;regex;Роздільна здатність (Мп);;5;45;TRUE;301105;normalize;
;Роздільна здатність відео;.*3840\s*?\s*2160;regex;Роздільна здатність (Мп);;8;46;TRUE;301105;normalize;
;Відео компресія;H.265+;contains;Формат стиснення;;H.265+;47;TRUE;301105;extract;
;Відео компресія;H.265;contains;Формат стиснення;;H.265;48;TRUE;301105;extract;
;Відео компресія;H.264+;contains;Формат стиснення;;H.264+;49;TRUE;301105;extract;
;Відео компресія;H.264;contains;Формат стиснення;;H.264;50;TRUE;301105;extract;
;Відео компресія;MJPEG;contains;Формат стиснення;;MJPEG;51;TRUE;301105;extract;
;Відео компресія;MPEG-4;contains;Формат стиснення;;MPEG-4;52;TRUE;301105;extract;
;WDR;(?:Підтримує|Так);regex;WDR;;Так;53;TRUE;301105;extract;
;WDR;([0-9]+)\s*(дБ);regex;Рівень WDR;$2 ;$1 ;54;TRUE;301105;extract;
;BLC;(?:Підтримує|Підтримка|Так);regex;BLC;;Так;55;TRUE;301105;attribute;
;HLC;(?:Підтримує|Так);regex;HLC;;Так;56;TRUE;301105;attribute;
;Придушення шуму \(DNR\);2D;exact;DNR;;2D;57;TRUE;301105;attribute;
;Придушення шуму \(DNR\);3D;exact;DNR;;3D;58;TRUE;301105;attribute;
;DWDR;(?:Підтримує|Підтримують|Так);regex;DWDR;;Так;59;TRUE;301105;attribute;
;Мережеві інтерфейси;(?:RJ-45|RJ45|Ethernet);regex;Тип камери;;IP;60;TRUE;301105;attribute;
;Мережеві інтерфейси;(?:Wi[-\s]?Fi|IEEE\s*802\.11);regex;Тип камери;;Wi-Fi;61;TRUE;301105;attribute;
;Мережеві інтерфейси;(?:Wi[-\s]?Fi|IEEE\s*802\.11);regex;Бездротовий інтерфейс;;Так;62;TRUE;301105;attribute;
;Аудіо інтерфейси;вбудований мікрофон;contains;Вбудований мікрофон;;Так;63;TRUE;301105;attribute;
;Аудіо інтерфейси;динамік;contains;Аудиовихід;;Так;64;TRUE;301105;attribute;
;Метод зберігання;(?:[Mm]icro\s*SD|SD-карт);regex;Порт для SD-карти;;Так;65;TRUE;301105;attribute;
;Живлення;(?:12\s*В\s*DC|DC\s*12В);regex;Живлення;;Мережа 12В;66;TRUE;301105;attribute;
;Живлення;24\s*В\s*(?:DC|AC);regex;Живлення;;Мережа 24В;67;TRUE;301105;attribute;
;Живлення;(?:5\s*В\s*DC|DC\s*5В);regex;Додаткове джерело живлення;;Мережа 5В;68;TRUE;301105;attribute;
;PoE;(?:802\.3af|PoE);regex;Живлення;;PoE;69;TRUE;301105;attribute;
;PoE;(?:802\.3at|PoE\+);regex;Додаткове джерело живлення;;PoE;70;TRUE;301105;attribute;
;Ступінь захисту;(IP[0-9]{2});regex;Захист обладнання від води і пилу IP;;$1 ;71;TRUE;301105;extract;
;Ступінь захисту;\bIP(?:65|66|67)\b;regex;Застосування;;Вулична;72;TRUE;301105;attribute;
;Матеріал;пластик;contains;Антивандальний корпус;;Ні;73;TRUE;301105;attribute;
;Матеріал;(?:метал|алюміній);regex;Антивандальний корпус;;Так;74;TRUE;301105;attribute;
;Датчик руху;(?:виявлення руху|motion detection);regex;Датчик руху;;Так;75;TRUE;301105;attribute;
;Перетин лінії;(?:Підтримує|Так);regex;Виявлення руху;;Так;76;TRUE;301105;attribute;
;Вторгнення в область;(?:Підтримує|Так);regex;Виявлення руху;;Так;77;TRUE;301105;attribute;
;Цільові типи;(?:Підтримує|Так);regex;Виявлення руху;;Так;78;TRUE;301105;attribute;
;Оптичне збільшення;([0-9]+)\s*[xXх];regex;Оптичне збільшення;х;$1 ;79;TRUE;301105;extract;
;Цифрове збільшення;([0-9]+)\s*[xXх];regex;Цифрове збільшення;х;$1 ;80;TRUE;301105;extract;
;Тип об'єктива;(?:фіксований|фікс);regex;Тип об'єктива;;Фіксований;81;TRUE;301105;attribute;
;Тип об'єктива;(?:варіофокальн|змінн);regex;Тип об'єктива;;Варіофокальний;82;TRUE;301105;attribute;
;Тип об'єктива;моторизован;contains;Тип об'єктива;;Моторизований;83;TRUE;301105;attribute;
;Апертура;(F)([0-9\.]+);regex;Світлосила об'єктива;$1 ;$2 ;84;TRUE;301105;extract;
;Робоча температура;[–-]\s*(100|[1-9]?\d|0)\s*°?\s*C\s*[-–—]\s*\+?(-?\d+)\s*°?\s*C;regex;Мінімальна робоча температура;град.;($1);85;TRUE;301105;extract;
;Робоча температура;(-?[0-9]+)\s*°?\s*C\s*[-–—]\s*\+?(-?[0-9]+)\s*(°C);regex;Максимальна робоча температура;град.;$2 ;86;TRUE;301105;extract;
;Розміри;(\d+(?:\.\d+)?)\s*[xXх?]\s*(\d+(?:\.\d+)?)\s*[xXх?]\s*(\d+(?:\.\d+)?)\s*мм;regex;Ширина;мм;$1 ;87;TRUE;301105;extract;
;Розміри;(\d+(?:\.\d+)?)\s*[xXх?]\s*(\d+(?:\.\d+)?)\s*[xXх?]\s*(\d+(?:\.\d+)?)\s*мм;regex;Висота;мм;$2 ;88;TRUE;301105;extract;
;Розміри;(\d+(?:\.\d+)?)\s*[xXх?]\s*(\d+(?:\.\d+)?)\s*[xXх?]\s*(\d+(?:\.\d+)?)\s*мм;regex;Довжина;мм;$3 ;89;TRUE;301105;extract;
;"Розміри, мм";(\d+(?:\.\d+)?)\s*[xXх?]\s*(\d+(?:\.\d+)?)\s*[xXх?]\s*(\d+(?:\.\d+)?);regex;Ширина;мм;$1 ;90;TRUE;301105;extract;
;"Розміри, мм";(\d+(?:\.\d+)?)\s*[xXх?]\s*(\d+(?:\.\d+)?)\s*[xXх?]\s*(\d+(?:\.\d+)?);regex;Висота;мм;$2 ;91;TRUE;301105;extract;
;"Розміри, мм";(\d+(?:\.\d+)?)\s*[xXх?]\s*(\d+(?:\.\d+)?)\s*[xXх?]\s*(\d+(?:\.\d+)?);regex;Довжина;мм;$3 ;92;TRUE;301105;extract;
;Розміри;[?ФO]\s*(\d+(?:\.\d+)?)\s*[xXх?]\s*(\d+(?:\.\d+)?);regex;Ширина;мм;$1 ;93;TRUE;301105;extract;
;Розміри;[?ФO]\s*(\d+(?:\.\d+)?)\s*[xXх?]\s*(\d+(?:\.\d+)?);regex;Висота;мм;$2 ;94;TRUE;301105;extract;
;Розміри;(\d+(?:\.\d+)?)\s*[xXх?]\s*[?ФO]\s*(\d+(?:\.\d+)?);regex;Висота;мм;$1 ;95;TRUE;301105;extract;
;Розміри;(\d+(?:\.\d+)?)\s*[xXх?]\s*[?ФO]\s*(\d+(?:\.\d+)?);regex;Ширина;мм;$2 ;96;TRUE;301105;extract;
;Розміри;(\d+(?:\.\d+)?)\s*[xXх?]\s*(\d+(?:\.\d+)?)\s*мм;regex;Ширина;мм;$1 ;97;TRUE;301105;extract;
;Розміри;(\d+(?:\.\d+)?)\s*[xXх?]\s*(\d+(?:\.\d+)?)\s*мм;regex;Висота;мм;$2 ;98;TRUE;301105;extract;
;Вага;([0-9\.]+)\s*г;regex;Вага;г;$1 г;99;TRUE;301105;extract;
;Вага;([0-9\.]+)\s*кг;regex;Вага;г;$1 кг;100;TRUE;301105;extract;
;Строк гарантії;([0-9]+)\s*(міс)\.?;regex;Гарантійний термін;$2 ;$1 ;101;TRUE;301105;extract;
