supplier_name_substring;supplier_attribute;supplier_value_pattern;pattern_type;prom_attribute;prom_attribute_unit_template;prom_value_template;priority;is_active;category_id;rule_kind;notes
;Розміри;φ(\d+(?:\.\d+)?)\s*[xх×]\s*(\d+(?:\.\d+)?)\s*мм;regex;Висота;мм;$2 ;114;TRUE;302302;attribute;Height from diameter dimensions
;Вага;(\d+(?:\.\d+)?)\s*г;regex;Вага;г;$1 ;120;TRUE;302302;attribute;Weight in grams (verified: PROM accepts grams for sensors)
;Напруга;(\d+)\s*[ВV];regex;Напруга;В;$1 ;130;TRUE;302302;attribute;Voltage from attribute
;Строк гарантії;(\d+)\s*міс\.?;regex;Гарантійний термін;міс;$1 ;140;TRUE;302302;attribute;Warranty period
;Частотна характеристика;(\d+)\s*[Мм][Гг]ц;regex;;;Пропустити;150;TRUE;302302;skip;FIXED: Frequency cannot be mapped to protocol (logical error removed)
;Відстань передачі;(\d+)\s*м;regex;;;Пропустити;160;TRUE;302302;skip;Transmission distance not in PROM
;Відстань передачі;(\d+(?:\.\d+)?)\s*км;regex;;;Пропустити;161;TRUE;302302;skip;Transmission distance km not in PROM
;Покриття;.*;regex;;;Пропустити;170;TRUE;302302;skip;Coverage not in PROM
;Площа;.*;regex;;;Пропустити;171;TRUE;302302;skip;Area coverage not in PROM
;Висота установки;.*;regex;;;Пропустити;180;TRUE;302302;skip;Installation height not in PROM
;Імунітет до тварин;.*;regex;;;Пропустити;181;TRUE;302302;skip;Pet immunity not in PROM
;Автоматична чутливість;.*;regex;;;Пропустити;182;TRUE;302302;skip;Auto sensitivity not in PROM
;Цифрова температурна компенсація;.*;regex;;;Пропустити;183;TRUE;302302;skip;Digital temp compensation not in PROM
;Антісаботаж;.*;regex;;;Пропустити;184;TRUE;302302;skip;Tamper protection not in PROM
;Індикатор рівня сигналу;.*;regex;;;Пропустити;185;TRUE;302302;skip;Signal level indicator not in PROM
;Швидкість детекції;.*;regex;;;Пропустити;186;TRUE;302302;skip;Detection speed not in PROM
;Нижня зона виявлення;.*;regex;;;Пропустити;187;TRUE;302302;skip;Lower detection zone not in PROM
;Термін роботи батареї;.*;regex;;;Пропустити;190;TRUE;302302;skip;Battery life not in PROM
;Ступінь захисту;.*;regex;;;Пропустити;191;TRUE;302302;skip;IP rating not in PROM
;Матеріал;.*;regex;;;Пропустити;200;TRUE;302302;skip;Material not in PROM
;Колір;.*;regex;;;Пропустити;201;TRUE;302302;skip;Color not in PROM
;Можливості використання;.*;regex;;;Пропустити;202;TRUE;302302;skip;Usage possibilities not in PROM
;Сенсор;.*;regex;;;Пропустити;210;TRUE;302302;skip;Sensor details not in PROM
;Роздільна здатність;.*;regex;;;Пропустити;211;TRUE;302302;skip;Resolution not in PROM
;Особливості;.*;regex;;;Пропустити;220;TRUE;302302;skip;Features not in PROM
;Кількість в ящику;.*;regex;;;Пропустити;230;TRUE;302302;skip;Box quantity not needed
;Вага брутто;.*;regex;;;Пропустити;231;TRUE;302302;skip;Gross weight not needed
;Розмір упаковки.*;.*;regex;;;Пропустити;232;TRUE;302302;skip;Package dimensions not needed
