category_id;supplier_name;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики
301311;Считыватель U-Prox SL keypad мультиформат IP65;Метод роботи;;"карта, NFC, 2,4 ГГц, код";Живлення;;+9 - +16 В;Інтрефейси (вхід);;"Wiegand 26, 32, 34, 37, 40, 42, 56, 58, 64 бит, Wiegand auto і TouchMemory";Тип карт;;"U-Prox ID 2.4 ГГц, Mifare, EM Marine, U-Prox ID по NFC 13.56 МГц";Відстань зчитування;;"NFC, Mifare, Marine - 4 см, 2,4 ГГЦ - 15 см";Робоча температура;;-40°С - +60°С;Ступінь захисту;;IP65;Матеріал;;ABS пластик;Розміри;;42.8 х 157.8 х 16 мм;Вага;;120 г;Розмір упаковки (Ш х В х Г);;158 x 43 x 16 мм;Вага брутто;;0.26 кг;Строк гарантії;;24 міс.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301311;Считыватель Dahua DHI-ASR2100A-ME Mifare/Marine IP66;Метод роботи;;дротовий;Живлення;;12В 0.5A DC;Потужність споживання;;1-2 Вт;Інтерфейс підключення;;"RS-485, Wiegand";Тип карт;;IC/ID;Відстань зчитування;;0-5 см;Антісаботаж;;Підтримує;Робоча температура;;–30°C - +70°C;Ступінь захисту;;IP66 (силіконовий герметик);Розміри;;123 × 86 × 15 мм;Вага;;350 г;Монтаж;;накладний;Кількість в ящику;;30 шт;Розмір упаковки (Ш х В х Г);;165 x 70 x 185 мм;Вага брутто;;0.36 кг;Строк гарантії;;24 міс.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301311;Считыватель Dahua DHI-ASR2201A Mifare IP66;Метод роботи;;карта + клавіатура;Живлення;;12В 0.5A DC;Потужність споживання;;1.7 Вт;Інтерфейс підключення;;"1 RS-485, 1 Wiegand";Тип карт;;Mifare;Відстань зчитування;;0 - 5 см;Антісаботаж;;Підтримує;Робоча температура;;–30°C - +70°C;Ступінь захисту;;IP66;Розміри;;135 × 40 × 15 мм;Вага;;160 г;Монтаж;;накладний;Кількість в ящику;;40 шт;Розмір упаковки (Ш х В х Г);;80 x 55 x 195 мм;Вага брутто;;0.18 кг;Строк гарантії;;24 міс.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301311;Считыватель Dahua DHI-ASR2101A Mifare IP66;Метод роботи;;карта + клавіатура;Тип карт;;Mifare;Живлення;;12В 0.5A DC;Потужність споживання;;1.7 Вт;Інтерфейс підключення;;"1 RS-485, 1 Wiegand";Відстань зчитування;;0 - 5 см;Антісаботаж;;Підтримує;Робоча температура;;–30°C - +70°C;Ступінь захисту;;IP66;Розміри;;123 × 86 × 15 мм;Вага;;350 г;Монтаж;;накладний;Розмір упаковки (Ш х В х Г);;86 x 15 x 123 мм;Вага брутто;;0.35 кг;Строк гарантії;;24 міс.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301311;Считыватель Hikvision DS-K1107AM Mifare IP65;Живлення;;12В DC;Потужність споживання;;2 Вт;Інтерфейс підключення;;RS-485/Wiegand;Тип карт;;Mifare;Частотна характеристика;;13.56 мГц;Відстань зчитування;;50 мм;Індикація станів;;"живлення, статус";Антісаботаж;;Підтримує;Робоча температура;;-20°C - +65°C;Ступінь захисту;;IP65;Розміри;;115 × 44 × 22 мм;Монтаж;;настінний;Кількість в ящику;;20 шт;Розмір упаковки (Ш х В х Г);;44 x 22 x 115 мм;Вага брутто;;0.2 кг;Строк гарантії;;24 міс.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301311;Считыватель U-Prox Desktop для внесения кодов идентификаторов в систему контроля;Метод роботи;;"ASK, FSK, ASK+FSK";Тип карт;;"RF-ID 125 кГц (ASK/FSK), Mifare ISO14443A 13,56МГц";Розміри;;112x66x14 мм;Розмір упаковки (Ш х В х Г);;70 x 20 x 110 мм;Вага брутто;;0.1 кг;Строк гарантії;;24 міс.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301311;Считыватель Dahua DHI-ASR2200A Mifare IP66;Метод роботи;;карта;Живлення;;12В 0.5A DC;Потужність споживання;;1.7 Вт;Інтерфейс підключення;;"1 RS-485, 1 Wiegand";Тип карт;;Mifare;Відстань зчитування;;0 - 5 см;Антісаботаж;;Підтримує;Робоча температура;;–30°C - +70°C;Ступінь захисту;;IP66;Розміри;;135 × 40 × 15 мм;Вага;;160 г;Монтаж;;накладний;Розмір упаковки (Ш х В х Г);;40 x 15 x 135 мм;Вага брутто;;0.16 кг;Строк гарантії;;24 міс.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301311;Считыватель Hikvision DS-K1801E Em-Marine IP65;Метод роботи;;RFID зчитувач;Процесор;;8 Bit;Живлення;;"12V DC, 0.15A";Потужність споживання;;≤1.6W;Інтерфейс підключення;;Wiegand (W26 / W34);Тип карт;;Em-Marine;Відстань зчитування;;≤50mm;Аудіо індикація;;присутній;Індикація станів;;присутній;Робоча температура;;-20 ° C до + 65 ° C;Вологість;;10% до 90%;Ступінь захисту;;IP65;Розміри;;87мм x 87мм x 13.3мм;Монтаж;;накладний;Кількість в ящику;;48 шт;Розмір упаковки (Ш х В х Г);;8 x 350 x 224 мм;Вага брутто;;0.198 кг;Строк гарантії;;24 міс.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301311;Считыватель U-Prox SL maxi мультиформат IP65;Метод роботи;;"карта, NFC, U-Prox ID";Живлення;;+9 -  +15 В;Тип карт;;"U-Prox ID 2.4 ГГц, Mifare, EM Marine, U-Prox ID по NFC 13.56 МГц";Інтрефейси (вхід);;"Wiegand 26, 32, 34, 37, 40, 42, 56, 58, 64 біт, Wiegand auto і TouchMemory";Відстань зчитування;;"NFC, Mifare, Marine - 4 см, 2,4 ГГЦ - 15 см";Робоча температура;;-40°С - +60°С;Ступінь захисту;;IP65;Матеріал;;ABS пластик;Розміри;;42.8 х 157.8 х 16 мм;Вага;;120 г;Розмір упаковки (Ш х В х Г);;165 x 50 x 40 мм;Вага брутто;;0.18 кг;Строк гарантії;;24 міс.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301311;Считыватель Dnake AC01/S;Живлення;;PoE/12В DC;Інтерфейс підключення;;"Wiegand, RS485";Тип карт;;"RFID-картки, NFC, Bluetooth, додаток";Антісаботаж;;Підтримує;Робоча температура;;-40℃ - +55℃;Ступінь захисту;;"IP65, IK08";Розміри;;137 x 50 x 27 мм;Монтаж;;накладний/врізний;Розмір упаковки (Ш х В х Г);;95 x 70 x 185 мм;Вага брутто;;0.38 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"80 x 45 x 12,5 мм";Вага;;70 г;Розмір упаковки (Ш х В х Г);;70 x 20 x 110 мм;Вага брутто;;0.1 кг;Строк гарантії;;24 міс.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
