category_id;supplier_name;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики
71902;Точка доступа Ruijie Reyee RG-RAP6202(G) Wi-Fi 5 внешняя всенаправленная двухдиапазонная;Особливості;;"Рекомендований Wi-Fi Радіус покриття: 2.4GHz: 50м, 5GHz: 150м";Ethernet порти (Uplink);;2 × 10/100/1000 Base-T;Wi-Fi;;"Wi-Fi 5 (IEEE 802.11ac Wave2), Wi-Fi 4(IEEE 802.11n)";Антена;;"2.4 GHz: 3 dBi, 5 GHz: 4 dBi";Живлення;;"IEEE 802.3af/802.3at PoE, DC 12В/1.5A";Потужність споживання;;13 Вт;Розміри;;200 × 220 × 166 мм;Розмір упаковки (Ш х В х Г);;260 x 210 x 470 мм;Вага брутто;;2.76 кг;Строк гарантії;;36 міс.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71902;Маршрутизатор MikroTik hAP lite (RB941-2nD);Операційна система;;RouterOS L4;CPU;;QCA9533 650MHz;ROM/RAM;;32Мб;Локальна пам'ять;;"16МБ, Flash";Ethernet порти (Uplink);;4x RJ45 (100M);Wi-Fi;;2.4 Ghz;Антена;;"2x, вбудовані, 1.5 dBi";Живлення;;DC 5В;Потужність споживання;;3Вт;Розміри;;113x89x28 мм;Кількість в ящику;;40 шт;Розмір упаковки (Ш х В х Г);;13 x 380 x 290 мм;Вага брутто;;0.178 кг;Строк гарантії;;12 міс.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71902;Точка доступа MikroTik mAP lite (RBmAPL-2nD);Операційна система;;RouterOS L4;CPU;;QCA9533 650 MHz;RAM;;64Мб;Ethernet порти (Uplink);;1x Ethernet  10/100;PoE;;"PoE in: Passive або 802.3af/at (+4,5/-7,8 или +3,6/-1,2)";Wi-Fi;;2.4 ГГц 802.11 b/g/n;Антена;;"максимальна потужність передавача 22 dBm, посилення антени 1.5 dBi";USB;;MicroUSB:5 В;Живлення;;"MicroUSB адаптер 5V, 1A, PoE in 802.3af/at";Особливості;;-30C - +70°C;Розміри;;48x49x11 мм;Розмір упаковки (Ш х В х Г);;80 x 35 x 90 мм;Вага брутто;;0.12 кг;Строк гарантії;;12 міс.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71902;Точка доступа MikroTik hAP ac lite (RB952Ui-5ac2nD);Операційна система;;RouterOS L4;CPU;;QCA9531 650 MHz;ROM/RAM;;64Мб;Локальна пам'ять;;"16МБ, Flash";Ethernet порти (Uplink);;5x RJ45 (100M);PoE;;"5й порт, passive PoE";Wi-Fi;;2.4 GHz і 5GHz (5 генерація);Антена;;"вбудована, 2 dBi";USB;;є;Живлення;;DC 8-30В / Passive PoE;Потужність споживання;;7Вт;Розміри;;113х89х28 мм;Кількість в ящику;;40 шт;Розмір упаковки (Ш х В х Г);;175 x 120 x 50 мм;Вага брутто;;0.34 кг;Строк гарантії;;12 міс.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71902;Точка доступа MikroTik cAP (RBcAP2nD);Операційна система;;RouterOS L4;CPU;;QCA9533 650 MHz;ROM/RAM;;64Мб;Локальна пам'ять;;"16МБ, Flash";Ethernet порти (Uplink);;1x RJ45 (100M);PoE;;802.3af / at;Wi-Fi;;2.4GHz (802.11b / g / n);Антена;;"вбудована, 2 dBi";Живлення;;DC 11-57В / PoE (802.3 af / at);Потужність споживання;;4.5 Вт;Розміри;;Ф138x31 мм;Кількість в ящику;;20 шт;Розмір упаковки (Ш х В х Г);;175 x 40 x 240 мм;Вага брутто;;0.48 кг;Строк гарантії;;12 міс.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71902;Точка доступа Ruijie Reyee RG-RAP2260(E) Wi-Fi 6 внутренняя;Особливості;;Рекомендована кількість клієнтів: 120;Інтерфейси;;"1 x 10/100/1000M/2.5G Base-T (PoE In), 1 x 10/100/1000M Base-T";PoE;;802.3at;Wi-Fi;;"802.11ax, 802.11ac wave2/wave1, 802.11a/b/g/n";Антена;;"2.4G 4x4MIMO,  5G 4x4MIMO";Продуктивність;;"до 800 Мбіт/с при 2,4G,  до 2402 Мбіт/с в 5G,  3,202 Gbp на точку доступу";Живлення;;DC 12В/1.5A;Потужність споживання;;25 Вт;Розмір упаковки (Ш х В х Г);;282 x 65 x 265 мм;Вага брутто;;1.43 кг;Строк гарантії;;36 міс.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71902;Точка доступа Ruijie Reyee RG-RAP1261 Wi-Fi 6 настенная двухдиапазонная;Особливості;;"2.4 ГГц: 574 Мбіт/с, 5 ГГц: 2402 Мбіт/с";Ethernet порти (Uplink);;1 x 10/100/1000Base-T;Wi-Fi;;"802.11a/n/ac/ax, 802.11b/g/n/ax";Антена;;"2.4 GHz: 1.6 dBi, 5 GHz:: 4.13 dBi";Живлення;;IEEE 802.3af/at PoE;Потужність споживання;;10.2 Вт;Розміри;;86 x 86 x 42.4 мм;Розмір упаковки (Ш х В х Г);;90 x 55 x 130 мм;Вага брутто;;0.22 кг;Строк гарантії;;36 міс.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71902;Точка доступа Ruijie Reyee RG-RAP6260(G) Wi-Fi 6 внешняя;Особливості;;Рекомендована кількість клієнтів: 100;Інтерфейси;;1 порт Ethernet 10/100/1000 Base-T підтримує PoE IN；  1 порт 100/1000 Base-X SFP;Живлення;;PoE;PoE;;802.3af/802.3 at;Антена;;"2.4G 2x2MIMO, 5G 2x2MIMO";Продуктивність;;"До 575 Мбіт/с 2,4G,  До 1200 Мбіт/с 5G,  Всього 1775 Мбіт/с на точку доступу";Потужність споживання;;17 Вт;Робоча температура;;-40°C～65°C;Розмір упаковки (Ш х В х Г);;370 x 166 x 408 мм;Вага брутто;;3.59 кг;Строк гарантії;;36 міс.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71902;Точка доступа Ruijie Reyee RG-RAP62-OD Wi-Fi 6 AX3000 двухдиапазонная внешняя;Особливості;;IP65;ROM/RAM;;512/128 Мб;Ethernet порти (Uplink);;1 x 10/100/1000 Base-T;PoE;;802.3at;Wi-Fi;;"Wi-Fi 4: IEEE 802.11a/b/g/n, Wi-Fi 5: IEEE 802.11ac Wave 2, Wi-Fi 6: IEEE 802.11ax";Антена;;"5 GHz 6.5dBi, 2.4 GHz 4.0dBi";Живлення;;24|48 V passive PoE 802.3af|802.3at;Потужність споживання;;16 Вт;Розміри;;200 x 70 x 35 мм;Розмір упаковки (Ш х В х Г);;120 x 70 x 250 мм;Вага брутто;;0.58 кг;Строк гарантії;;36 міс.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71902;Точка доступа Mikrotik Metal 52 ac (RBMetalG-52SHPacn);CPU;;QCA9556 720 MHz;ROM/RAM;;16/64 Мб;Ethernet порти (Uplink);;1х 10/100/1000 Мбіт/с;PoE;;Passive PoE 10-30 В 11 Вт;Wi-Fi;;"802.11a/n/ac, 802.11b/g/n";Операційна система;;"RouterOS, License level 4";Живлення;;PoE in;Розміри;;215x60x38 мм;Розмір упаковки (Ш х В х Г);;110 x 60 x 300 мм;Вага брутто;;0.72 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71902;Точка доступа MikroTik RBcAPGi-5acD2nD-XL Wi-Fi cAP XL ac;Особливості;;Passive PoE 58В;Інтерфейси;;2 порта Ethernet 10/100/1000 Мбит/с: 1 порт 1 Гбіт/с с PoE;CPU;;IPQ-4018;ROM/RAM;;16/128 Мб;PoE;;Passive PoE 57В;Wi-Fi;;2.4ГГц: 802.11 b/g/n；5ГГц: 802.11a/n/ac;Антена;;"6х 2.4ГГц, 2х 5ГГц";Операційна система;;RouterOS L4;Живлення;;802.3af/at;Потужність споживання;;24 Вт;Розміри;;191 x 42 мм;Розмір упаковки (Ш х В х Г);;235 x 50 x 315 мм;Вага брутто;;0.86 кг;Строк гарантії;;12 міс.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
